post_id,username,created_at,comment_text
-8KFHn6NR34,@BillbahadurKarki,2026-02-02T23:26:46Z,"हाेयाे नया शासन र यवा शक्ति लियर नेपाली ( आमा) लाइ जाेगाइ जन जिवनकाे ( भूसम्रक्क्षण ) गर्छु जय जय राषट बादी """"?"
-8KFHn6NR34,@ajayprakash8333,2026-02-02T23:29:54Z,"Ram sir 🙏 regular
Na khok ! Jhole haru 🤫 ke hereko yo bhanda pahile.
Jay Desh Jay Naresh 🙏"
-8KFHn6NR34,@shyamchaudhary9326,2026-02-03T15:45:24Z,Regular from bara
-8KFHn6NR34,@ujjwalmahat7982,2026-02-03T05:21:44Z,Please Aama buba dajubhai didi bahini hami sabai milera purana dal haru lai nibachan ma dhulo chataunu parxa.jay ghanti.Ktm Tokha regular
-8KFHn6NR34,@SajanPunmager,2026-02-02T23:55:28Z,राजेन्द्र  लिङ्देन  नेता  भन्दा  बालेन   वरिष्ठ   नेता  भयो  कसरी   एस्ता  झोले   मिडिया   पनि  हुन्छ  कि  रास्वापा  ले  खरिद  गरेको  हो
-8KFHn6NR34,@ChandraPrabha-j8q,2026-02-03T01:24:08Z,Good morning regular sabaiko mangal hos from lalitapur bat
-8KFHn6NR34,@SaritaShah-r1q8c,2026-02-03T00:07:10Z,Jay Nepal desa.   Ka Samachar ki jayhe
-8KFHn6NR34,@DurgaBahadur-j2j,2026-02-03T03:08:32Z,Hi good morning good news ma durga bahadur sunar ma regular herxu hal Qatar bat ❤❤❤
-8KFHn6NR34,@sitashrestha3189,2026-02-03T00:51:17Z,Good morning all my news listeners & I am regular from dhading ❤❤❤🙏🙏🙏🙏
uCLBEXH3s_U,@कबिरामसुनाखरीमगर,2026-02-08T13:04:21Z,नयाँ भनने पार्टी रासाेपा का अध्यक्ष र उपिया उफ्रिय जस्तो गरि रासाेपामा  उफ्रिय का लुसिफर बालेन का हिजका खिचडी बुझ्ने सचेत नागरिक हरूले  घन्टि मा भाेट दिँदैनन् ।
uCLBEXH3s_U,@music-era-21,2026-02-08T11:27:34Z,Regular 0:09
uCLBEXH3s_U,@MrMr-k2b7x,2026-02-08T13:12:39Z,Kp perchance tra aer bhadur dude le nowadays ho ra during ka pra sai rabi jel  Jan cha I night hard ki n janna
uCLBEXH3s_U,@LovelyAzaleaFlower-jl8rv,2026-02-08T14:53:19Z,Sahakari dag Ravi Lusi for balayn lai japali janta lay vot didainan
uCLBEXH3s_U,@DeepakBohara-h8j,2026-02-08T15:35:12Z,हो पुरानो दल ने क  पा  माऊ  बादि  छेपारो नाम परिवर्तन गर्दै मा केहि हुने छैन  उहि   समाजवादि कै हालत होला भन्न नसिएला
uCLBEXH3s_U,@ShubhamNepal-x9v,2026-02-08T12:28:33Z,Regular watching from Nepal Birgunj 🙏🙏🙏
uCLBEXH3s_U,@BimlaMALLA-f3q,2026-02-08T16:17:16Z,Good
uCLBEXH3s_U,@BinodShahi-x1f,2026-02-08T11:05:35Z,Good news
uCLBEXH3s_U,@khabarkendra-w7x,2026-02-08T11:04:50Z,Regular
uCLBEXH3s_U,@DomaniRajbanshi,2026-02-08T12:36:07Z,श्री ३ प्रधानमन्त्री बालेन शाह❤❤❤🎉🎉🎉
FCb02Un9TOo,@tomkelsey2303,2026-01-31T17:13:01Z,"There's 3 million pages in the files, THREE MILLION, and only two creeps have ever been put in jail?"
FCb02Un9TOo,@moyo2850,2026-01-31T17:12:52Z,wtf you talkin bout? your job is done? go arrest the pedos.
FCb02Un9TOo,@cosmicspacething3474,2026-01-31T17:17:32Z,Unredact ALL the perpetrators.
FCb02Un9TOo,@Mystic_Blue_Jelly,2026-02-03T05:16:02Z,0:24 and let’s not forget AMERICAN AND ISRAELI INTELLIGENCE AGENCIES ORGANISING THE WHOLE SEX TRAFFICKING PEDOPHILE RING.
FCb02Un9TOo,@johncromwell2529,2026-01-31T17:24:43Z,Release the other 3 million files!
FCb02Un9TOo,@Snutz.D,2026-01-31T17:50:21Z,Anyone notice how they always try to do this kind of stuff over the weekend or holidays?
FCb02Un9TOo,@rolandedge5343,2026-01-31T16:46:28Z,I want leaders that dont find children to be attractive 😅
FCb02Un9TOo,@SamSam-nk1ts,2026-02-02T11:02:15Z,"Controlling the world's bigwigs was done by Mossad agent Jeffrey Epstein. And who knows that the terrorist Zionist entity of Israel was the one doing this? This is a major crime, and therefore today Trump must punish the entity severely, not help it attack the peoples of the Middle East or strike Iran. First and foremost, the Israeli nuclear reactor, which is not under international supervision, must be destroyed, and the terrorist Zionist entity of Israel must be disarmed."
FCb02Un9TOo,@theartisticmystic4501,2026-01-31T17:00:47Z,"""one nation under blackmail""-wendy webb"
FCb02Un9TOo,@TCGTales,2026-02-01T12:50:31Z,"So the names of victims were released, but not those of perpetrators. That tells you everything."
f5NBtLT7cVQ,@Itisfinished7,2026-01-31T20:07:30Z,Even AI can’t figure out the English language -  resume lol
f5NBtLT7cVQ,@bamcr1218,2026-01-31T23:28:51Z,0:59 “they have no idea what could be waiting for them when trading resumes” said like resumé😂
f5NBtLT7cVQ,@chiefexxor5069,2026-01-31T18:10:57Z,"The physical price at my dealer is still 40 Euro above the spot, the paper market is totally disconnected from the real world"
f5NBtLT7cVQ,@RkicF8,2026-01-31T17:49:10Z,"China shut down exports, Perth mint stopped certain sales, US mint has also a partial shut down, demand is up 400% supply is down 70%. This is orchestrated theft as governments start stacking up."
f5NBtLT7cVQ,@geov5369,2026-01-31T22:03:30Z,Remember when J.P. Morgan got off the Titanic 15min before launch...but Mr Astor remained. Thanks for the vid!
f5NBtLT7cVQ,@apogee1mars,2026-01-31T22:11:48Z,I am waiting to see what Monday brings
f5NBtLT7cVQ,@Jasonwalker-n6w,2026-01-31T22:59:55Z,The times of tangiblity. If your not holding it then you dont own it .
f5NBtLT7cVQ,@BD-xi1tv,2026-02-01T01:13:59Z,"The DOJ needs to investigate JP Morgan and send them to jail, criminals....."
f5NBtLT7cVQ,@DeepakSingh-h6j5v,2026-01-31T20:47:42Z,"The bank and rich ones plays with our hard earned money, rich people know when to exit, they decide it, they sort it and start spreading rumors, we are the one who stuck, but not this time, let's make these MFs cry."
f5NBtLT7cVQ,@valeriecullins4218,2026-01-31T17:32:36Z,Buy silver while its down and let's take those corrupt criminals down.
3G34PsQvEH4,@nixdraufable,2026-01-30T05:07:58Z,The only adequate retreat is a prison.
3G34PsQvEH4,@marytartanian1357,2026-01-30T11:12:56Z,Thankyou Lawrence for calling the deaths of Good and Pretti what they are; MURDER.
3G34PsQvEH4,@kittiwhieldon4329,2026-01-30T04:59:54Z,Too early to celebrate. This is no time to relax.
3G34PsQvEH4,@spidalack,2026-01-30T12:43:41Z,"When you do not make criminals face the consequences, they will continue to commit crimes."
3G34PsQvEH4,@lucillearevalo7079,2026-01-30T14:39:09Z,We the people are RISING! Thank you Lawrence.......
3G34PsQvEH4,@amygasen,2026-01-30T05:03:18Z,Susan Collins concern is re-election and not the well being of the people of Maine. Remember that
3G34PsQvEH4,@KathyMilano-w8e,2026-01-30T05:24:36Z,Minnesota!!! We love you! And Lawrence too!
3G34PsQvEH4,@AnnieGetYourCookie,2026-01-30T06:47:55Z,"And also, EPSTEIN EPSTEIN EPSTEIN EPSTEIN EPSTEIN EPSTEIN EPSTEIN EPSTEIN EPSTEIN EPSTEIN EPSTEIN. PERIOD. FULL STOP."
3G34PsQvEH4,@jamnoise72,2026-01-30T11:37:32Z,Only cowards say that protests don't work! WELL DONE MN
3G34PsQvEH4,@madgrandma-zoe,2026-01-30T10:01:42Z,Fire Stephen Miller. Impeach Noem.
uJgaxX4RQw0,@parkerprutzman4201,2025-12-20T02:25:48Z,"""to protect the victims"" or do you mean to protect the villains"
uJgaxX4RQw0,@mfs353,2025-12-20T02:47:15Z,SICKENING how those people at the top are ALLOWED to get away with disgusting crimes. absolutely vile
uJgaxX4RQw0,@jasonjones987,2025-12-20T03:24:25Z,Damn this whole institution is corrupt.
uJgaxX4RQw0,@DwC1987,2025-12-20T06:10:59Z,Oh for fucks sake!! Just release the damn things. Who gives a fuck who it implicates wether your a republican or a democrat if you abused underage girls you need to be in prison. Nobody supports protecting predators.  How does an entire page get redacted when you’re only supposed to be censoring victims names???!! Doesn’t add up come on people!!!
uJgaxX4RQw0,@AM_9924,2025-12-20T15:15:43Z,They are using Michael Jackson as a distraction once again. Those images that were blurred were Michael’s and Diana Ross’s children. He never visited Epstein’s Island nor was any flight logs.
uJgaxX4RQw0,@KennyJordana,2025-12-20T03:55:18Z,Redacted to protect the victims. BULLSH!T. They're redacted to protect the criminals. We are not stupid!
uJgaxX4RQw0,@tenaguin1054,2025-12-20T02:17:16Z,RELEASE FILES WITHOUT REDACTIONS.
uJgaxX4RQw0,@Rosegoldgirlie7,2025-12-20T03:09:16Z,This is a sick sick world
uJgaxX4RQw0,@lightningsurvivor1432,2025-12-21T05:52:08Z,"Let's get real, 90% of the files were blacked out. What bullshit"
uJgaxX4RQw0,@alexrauff7669,2025-12-20T22:16:02Z,Michael Jackson’s face says everything 😂he wasn’t thrilled
Vn19DgtbBS4,@seleshyadav6696,2026-01-09T22:38:02Z,My brain went from buffering to lightning speed.
Vn19DgtbBS4,@tatianamendoncastudio,2025-11-05T19:13:16Z,"Hi! I am brazilian, I´ve also studied international relations, living in Germany. Nice to meet u and thank you for the input! LG!"
Vn19DgtbBS4,@RikiHwa,2025-09-20T09:40:20Z,I'm 17 yo girl and i wanna do IR as my degree in future .... i wanna become diplomat or an UN officer one day❤  so i think this video is very helpful bc i don't know so many things about degrees or job world ... btw can i do any IT related degree while doing IR ?
Vn19DgtbBS4,@AbdulAlim-l6k3o,2026-01-05T10:09:34Z,"I’m fired up after watching this, so good!"
Vn19DgtbBS4,@kokobi7482,2025-12-25T01:23:19Z,"i've already went from philosophy to business admin to sociology, now im lowkey considering international relations as a major. Good thing i'm still a freshman in college."
Vn19DgtbBS4,@are_yana_,2025-11-30T09:06:04Z,"For now in Geneva and preparing to study here on international relationships, thank u for video !"
Vn19DgtbBS4,@margolisyetta,2026-01-15T01:11:45Z,The clarity here is off the charts!
Vn19DgtbBS4,@seleshyadav6696,2026-01-09T22:39:42Z,You’re a total rockstar for making this video!
Vn19DgtbBS4,@ShoaibBadini-z8t,2025-10-06T10:11:37Z,Thanks for give us your experience
Vn19DgtbBS4,@Hassanibrahim-c6u,2026-01-16T11:59:56Z,I literally shouted “finally” at the screen!
RXllDh6rD18,@baran8074,2019-11-01T19:43:23Z,It has FISH on its eastern border and FISH on its western border.
RXllDh6rD18,@harunausman8717,2025-01-10T20:49:51Z,"Who is here in 2025??? I've got an exam and in trying to better understand realism theory, I stumbled on this material. Thank you so much.."
RXllDh6rD18,@ayaelalqarni1559,2019-09-14T03:44:20Z,love how he explained it so clearly in only 10 min. meanwhile my prof takes two hours
RXllDh6rD18,@bjoripziriousnorgeign7076,2020-10-31T16:51:31Z,Damn his way to teach is so good. Everything is going in the head. Explains the ideals of top universities.
RXllDh6rD18,@habiburrohoman-u7o,2025-12-31T12:38:07Z,My confusion is currently crying in the corner.
RXllDh6rD18,@casandrap2809,2019-08-02T00:38:49Z,"I'm doing a research paper on structural realism so having mersheimer explain it personally, is amazing!"
RXllDh6rD18,@satan6750,2026-02-08T11:33:08Z,They got the FINAL BOSS
RXllDh6rD18,@parthsharma3325,2021-11-10T05:55:45Z,"After 7 years this video uploaded,China's prediction is becoming a harsh true
Hats off to this genius man🙏"
RXllDh6rD18,@honey__,2015-10-19T12:29:42Z,wow. this is so clear. Thank you very much
RXllDh6rD18,@jayeshyadav8554,2021-12-26T04:06:32Z,The disinterested approach of his while understanding his own theory that he supports is mesmerizing
NVCDnUZqLzU,@Nvr990,2019-07-29T01:42:51Z,Helllo all of the international relations students!
NVCDnUZqLzU,@elisapietri,2020-11-01T20:39:58Z,"I graduated one week ago in International Relations, this video just makes me more proud of myself and my major!"
NVCDnUZqLzU,@ilmistation,2019-08-16T08:59:41Z,youtube finally did their job for recommend the video that suit with my major
NVCDnUZqLzU,@halahradwan9825,2018-09-12T20:19:42Z,I've just registered for a master's degree in International Relations
NVCDnUZqLzU,@MrTAMAKIE,2021-04-03T06:19:23Z,"I graduated from bachelor degree in international relations a few years ago, now i have a plan to continue my master degree in IR as well, 
i'm so excited, wish me luck guys!!"
NVCDnUZqLzU,@Traveltalesbynageri,2019-08-21T08:53:49Z,i am 39 years old and  just registered for a master's degree in International Relations :)
NVCDnUZqLzU,@Marine40,2022-06-15T22:23:22Z,"Successful people don't become that way overnight. What most people see at a glanced wealth, a great career purpose is the result of hard work and hustle overtime. I pray anyone who read this will be successful in Life."
NVCDnUZqLzU,@kenwiley8453,2022-04-22T21:11:05Z,"International studies is literally one of the most important degree's to get because of the broad practical applications to history of economics, business, law, politics, government, wealth, war, geoscience"
NVCDnUZqLzU,@geographyfox2491,2020-05-05T23:37:06Z,I graduated as an engineer but developed lots of interest in International Relations. International relations is a very interesting field and everyone should spend some part of life understanding it. It opens the brain and helps us understand how the world works.
NVCDnUZqLzU,@naseemmastoi2264,2019-08-01T14:24:53Z,Hit Like If you Are Proud of Being an International Relations Student
t-Y6_HEb2fg,@anamariawaschnewski4439,2020-09-09T20:59:51Z,"These are the notes that I took during the video, maybe they help somebody: 

- Concerned with the role of identities and social practices in the international system 
- Coined by Nicholas Ofman, breakthrough of the theory usually associated with the sudden end of the Cold War, which could not be explained by either realism or liberalism 
- Starting point of the theory : IR = social construct that has the potential to change 
- Argument: there is nothing natural/ given in social practices
- They analyse these social practices by studying the nature of reality = the study of ontology
- Example by Nicholas Wheeler: we can think of constructivism as we think of money, when we stop assigning any meaning to either one of those, they have no meaning in themselves, they lose their significance. 
- Constructivism does not see states as rational egoist actors in IR
- Constructivism does not reduce states to their material level/ material interests that states may have 
- State as the central actor in IR 
-Identities shape how states think about their interests
-Normative/ idealist preferences are just as important, if not even more important than the material level
-Identities give actors interests, and those interests tell actors how to behave/interact
-Anarchy is what states make of it, it is not the given unchanging state in IR as L or R would say (Alexander Wendt)
-Anarchy can be interpreted in different ways, depending on the meaning that the actors ascribe it to it
-For Wendt, the structure of anarchy is not given but constituted of mutual agreements and of norms and rules = -because we have come to believe that we live in an anarchic system, we act accordingly
-Given this, there can be two types of relations between states
-First type: amity
-Second type: enmity 
-These types offer states the possibilities to act within a whole range of possibilities
-Example: While US and USSR cooperated together to defeat the axis of power during WWII, this relation has changed as soon as there was no more common enemy to fight against. So: amity -> enmity -> Cold War
-Main debates/ streams of the theory: 
-Conventional constructivism 
-What? - type questions
-Tends to accept key aspects of neorealist thinking (e.g. the centrality of state in IR)
-Assumes that states in IR act according to their identity and therefore it is possible to predict their future behaviour by looking at their identity
-When identity changes, they investigate why that change took place
-Critical constructivism
-How? -type questions (How did a state come to believe in that certain identity?)
-Main interest: what component parts make up a state’s identity; they question language, discourse, and the reality of meaning
-Believes that an actor’s identity is created through spoken/written communication
-Jacques Derrida, Michel Foucault"
t-Y6_HEb2fg,@LearnScribbling,2021-04-09T19:02:48Z,Why this channel is not posting more videos 😭😭
t-Y6_HEb2fg,@SirLoftyII,2024-02-18T16:00:34Z,"bruh im only 2 mins into the video and i know its golden, im doing a thesis on one piece about international relations, and this is gonna help me lots, thank you for uploading this, im going to use the info from this to explain constructivism."
t-Y6_HEb2fg,@AbdulAlim-l6k3o,2026-01-07T17:28:23Z,My brain just leveled up like a video game character.
t-Y6_HEb2fg,@EdithFloyd-x4i,2026-01-23T16:09:59Z,My brain cells high-fived after this.
t-Y6_HEb2fg,@richardzhuu,2020-03-09T01:57:24Z,This was super clear and it really helped a lot!! Thanks IR Today! :)
t-Y6_HEb2fg,@BonysYeduv,2026-01-15T00:14:09Z,"I’m sharing this with everyone I know, unreal!"
t-Y6_HEb2fg,@babanhembram5157,2026-01-07T17:06:31Z,"This is pure gold, seriously awesome!"
t-Y6_HEb2fg,@a.kstudios5832,2025-12-07T07:13:04Z,I was today years old when I finally understood this.
t-Y6_HEb2fg,@AmitranaRana-i7w,2025-12-07T13:16:55Z,I’m dangerously confident now. Thanks a lot.
HQlyWnyVN7I,@songSreymom-c1x,2026-01-30T11:48:47Z,You have a gift for explaining things clearly!
HQlyWnyVN7I,@queenqarnih6679,2022-07-22T08:02:57Z,Dear philosopher thank u for sharing a fruitful lessons and  experiences of  Relationships with alot of explanation. Please share alot and alot about it 🙏
HQlyWnyVN7I,@WilliamClarke-q4n,2025-12-06T13:58:35Z,You just turned frustration into excitement!
HQlyWnyVN7I,@JosimHosen-o7j,2025-12-06T02:14:33Z,I’m dangerously confident now. Thanks a lot.
HQlyWnyVN7I,@TravisMaddox-q8b,2025-08-01T07:36:22Z,"International Relations is a fascinating field that combines internal and external factors, trade, connections, and more. It's great to see so many people interested in learning about this topic and wanting to pursue a career in it. Keep up the good work, philosopher, and continue sharing your knowledge with us!"
HQlyWnyVN7I,@PatsyOrtegam,2025-12-06T05:54:17Z,This video delivered way more than I expected!
HQlyWnyVN7I,@asojutv,2022-08-09T19:21:26Z,"This is wonderful training,love to have more,thanks"
HQlyWnyVN7I,@สมพรจันทร์ดี-ช2ฮ,2025-12-06T08:15:30Z,"This was masterfully explained, phenomenal job!"
HQlyWnyVN7I,@pakistani7454,2021-09-23T02:04:56Z,Please share with us complete international relations concept and his application
HQlyWnyVN7I,@amuktadir1991,2023-06-10T03:16:28Z,"It's Combination Of internal reason,Trade,Connection,External reason."
OOksAafYufg,@alext3760,2023-09-26T19:32:02Z,"As an IR graduate, I have to say that we have to study a lot more than just purely politics like everyone else thinks. When we look at the relations between countries, there are many different angles to consider, be it politics, economics, culture, ideologies, psychology, philosophy etc. The IR major, and Political Science as well, for me, is truly a great place for people who have a voracious mind, want nothing but broaden their horizons, and try to make sense of how the world works. There are rules, theories, assumptions, mind games etc., and that's what makes me partial to it."
OOksAafYufg,@manuduarte___,2025-02-06T19:17:05Z,"thank you so much for your video. i was cooking while watching it and i starded crying when you said ""i kinda liked studying the world"".  i don't know but it just seemed so true to my heart. im 17 and going to my last year of high school. i feel so so anxious when thinking about what i want to do and for once i feel like i know."
OOksAafYufg,@kurunumaSawako-j5j,2025-11-15T13:14:53Z,"hello,i'm still 15 years old,but i'm deeply passionate about relations between coutries,politics,critical and analytical thinking ,human consciousness and languges learning[i speak french,english arabic spanish and japanese]and i prepare myself to continue and build my future on this path. so thank you so much,this video was very useful.Bravo!"
OOksAafYufg,@supertesla47,2024-06-24T06:12:37Z,"I.R. “created” me to think differently. It’s not just “us and them” “red and blue”. Like American Politics. The global chess players, are VERY important and complex. Also, the prediction the future is important. At least 10-20 years. 

 Since I went to Uni, I really question everything. Even myself. Most people say “ what’s your major in college?” I say: “I.R. - History, War, some things, etc etc.” A fourth/third I think is Open Studies, which is AWESOME. I studied security, police, anthropology, business, etc"
OOksAafYufg,@424ummyanisatabassum2,2023-11-28T13:50:33Z,"Hello, James! Thanks a lot. I am currently preparing for my undergraduate in IR major. I was scared about this subject. But now I feel confidence again as I really love global issues. Hope that I can do my best in this field. Thanks again to make it clear."
OOksAafYufg,@wattsactingdoc,2025-04-22T04:49:20Z,I really appreciate your thoughts on this. I’ve been debating on doing IR for my bachelors. It sounds like finding a job afterwards is more about building connections and networking more than anything
OOksAafYufg,@robinkom2494,2024-08-23T18:33:58Z,"Finished  my Bachelor  in international  relations  and diplomacy  but soon i wil continue  with a MA in IR love this  field i consider it as all arts incline because  you need to study: sociology, economics, law, globalisation, communication, political science  etc ."
OOksAafYufg,@สมจิตรชํานิเหลือง-ถ3ท,2026-01-26T14:44:49Z,I understood this so fast I checked my pulse.
OOksAafYufg,@clotte0226,2024-03-10T06:36:36Z,"Hey James, I enjoyed watching your video. I like the slow yet steady pacing of your narrative, and I resonated with many facets of your experience, like ""thinking about a variety of things"" and ""I am happy when I am working with others"". I am so glad to know that IR gives you access to those kinds of jobs."
OOksAafYufg,@AmitSabar-h8s,2026-01-08T21:38:07Z,My brain just leveled up like a video game character.
l30GQmVPHOI,@rortyist,2025-11-21T15:26:53Z,"Excellent as always. One obvious extension of continental vs. maritime is to the Information Age. If anything, digital & services trade depends even more on shared rules & protocols across multiple layers — technical, legal, economic, etc."
l30GQmVPHOI,@BLitzRunner77,2025-11-20T15:53:50Z,Unbelievable. Just found your channel yesterday and you reward me like this!
l30GQmVPHOI,@getsmart3701,2025-11-26T15:47:48Z,I see a Dr. Paine video and I click it because I know it'll be good.
l30GQmVPHOI,@Aaron-kq5kk,2025-11-20T14:18:05Z,I will never get tired of listening to Sally talk.
l30GQmVPHOI,@Null_String,2025-11-20T17:04:49Z,I trigger on S.C.M. Paine in a title - always amazing discussions
l30GQmVPHOI,@jamesbarry1673,2025-11-22T20:54:28Z,She is beyond brilliant. And she weaves a pretty good story too😅😅😅😅
l30GQmVPHOI,@littlemu12345,2026-02-05T01:53:26Z,"Thank you, Professor! I know this is ""not the retirement you planned"" but I am so grateful I get to listen to you!! Thank you so much!"
l30GQmVPHOI,@littlemu12345,2026-02-05T02:04:59Z,"People, Prof. Paine has a bunch of magnificent books. I highly recommend reading all of them!!!"
l30GQmVPHOI,@WW2-Uncovered,2025-11-29T02:29:25Z,"Not gonna lie, this essay makes the global situation feel both clearer and more worrying… like we finally see the pattern, but now it’s on us not to mess it up."
l30GQmVPHOI,@anthonydavinci7985,2026-01-14T14:53:07Z,"Every President should be required to hear Sarah Paine's educated  Insightful predictive counsel. Sarah is a gifted talent ! I appreciate the deterministic historical details that influenced ,shaped history !"
FBNzjOk2zJc,@tanveertahir3489,2024-10-24T18:06:51Z,Pretty nice sharing ❤wonderful for looming challenge regards IR
FBNzjOk2zJc,@s_oh,2024-11-14T02:17:29Z,Very interesting discussion. All the panelists brought some great insights and information to the table.
FBNzjOk2zJc,@TriPham-j3b,2024-10-25T06:33:39Z,I think best ground work is like India non allignment is allignment so only diplomatic meeting at the united nation only and no separate grouping like NATO or ASEAN or WASAW ect could lead to world war risk
FBNzjOk2zJc,@Dr.shallot1189,2025-09-10T04:19:45Z,Who else is here from PO231?
FBNzjOk2zJc,@daniel2064,2024-10-31T14:41:01Z,Steve too bias to say ànything
H7dvZdiKHI0,@สมจิตรชํานิเหลือง-ถ3ท,2026-01-16T16:03:15Z,This video deserves an award!
H7dvZdiKHI0,@mariejdt,2025-11-01T01:10:36Z,maybe without the music in the background its very distracting.
H7dvZdiKHI0,@gaiaz3410,2025-08-27T19:42:23Z,Very well done!!!
H7dvZdiKHI0,@mseni2980,2024-05-09T16:57:19Z,"Excellent video, thank you"
tqIh3N7_xGk,@urfriend6879,2019-10-21T04:18:32Z,I like how America just casually has two shotguns in her cart
tqIh3N7_xGk,@harvestbowman1151,2019-04-25T20:33:18Z,I loved how North Korea was trying so hard to get attention.
tqIh3N7_xGk,@ahkilleuskosmos6836,2020-01-17T16:36:43Z,"“China you can’t tell me what to do- ok I will do that bye.” 

Sounds like everyone’s relationship with China."
tqIh3N7_xGk,@creativeandfunnyname3744,2020-09-23T02:13:16Z,"Canada: ""I don't know how you take care of 50 states.""
US: ""I don't."""
tqIh3N7_xGk,@BADW0LFC0RPORATION,2017-10-04T02:53:19Z,"""Am I right Switzerland?""
 ""I just wanna stay out of this.""  

Legendary."
tqIh3N7_xGk,@AtlanticGiantPumpkin,2019-08-30T19:10:01Z,"“And the really loud one?”
“Texas is still Texas.”
Audible cheers from audience prove the point further"
tqIh3N7_xGk,@thefunniestvarghese,2020-05-10T18:23:18Z,"This video went straight from :
""Comedy"" to ""Stand-up roasting."""
tqIh3N7_xGk,@ssunnyy143,2020-10-25T02:54:42Z,"love how america has some soda, potato chips, and just some casual shotguns in her cart"
tqIh3N7_xGk,@valenciageode25,2019-12-01T23:43:39Z,This would be incredibly offensive if it wasn’t so funny
tqIh3N7_xGk,@co1onial_fish962,2020-02-01T12:18:09Z,Britain should have been the really judgmental mother who just call America the disappointment and Canada the golden child
vyOiY1KNpu4,@jorgegalindes-x4d,2026-01-15T12:23:22Z,"I was ready to give up, but then this video said ""not today."""
vyOiY1KNpu4,@BhiraiahSangepu-o6o,2026-01-09T15:02:01Z,I understood this so fast I need a moment to process my new identity.
vyOiY1KNpu4,@CarleeEmelia,2026-01-09T19:10:16Z,I’m genuinely thrilled I watched this!
vyOiY1KNpu4,@Gdiudhej,2026-01-08T14:18:12Z,I feel unstoppable after watching this!
vyOiY1KNpu4,@breakingsilos,2024-12-14T00:38:40Z,Love how concise this is!
vyOiY1KNpu4,@Crisss36,2025-02-26T05:01:55Z,Powerful weapons also as material construct influence constructivism in its relation between states.
vyOiY1KNpu4,@mechanel-c1d,2024-11-20T09:17:49Z,i just love it''
vyOiY1KNpu4,@Mykacademy-k2z,2025-05-02T21:30:30Z,"Thanks mss, you made it simple for handling 😊❤❤❤"
vyOiY1KNpu4,@azraashraf3456,2025-01-30T08:15:04Z,"So easy to comprehend, Thanks a bunch."
vyOiY1KNpu4,@jorgegalindes-x4d,2026-01-02T11:09:41Z,"Absolutely standout quality, so impressive!"
G1YejvjGsSc,@IO-Ready,2025-02-05T16:28:42Z,Have you studied international relations? What was your experience?
G1YejvjGsSc,@ChristopherPrice-d3v,2025-08-01T21:29:09Z,"Studying International Relations can be a valuable degree if you have a passion for global affairs and diplomacy, as it provides a strong foundation for a career at the UN. However, it's important to keep in mind that opportunities in this field can be competitive and may require further education or specialization. It's great to see such positive feedback on the detailed insight provided in this video, as well as the appreciation for the speaker's honesty and expertise in the field."
G1YejvjGsSc,@IrfanShahriar-q6f,2025-06-04T18:59:13Z,Thanks a lot for the honest review of international relations..........
G1YejvjGsSc,@01bhanaramfarmer2,2025-12-05T19:28:06Z,This is the most engaging tutorial I’ve ever seen!
G1YejvjGsSc,@MichaelGillBranion,2026-01-27T18:07:02Z,You're AWESOME!!!
G1YejvjGsSc,@naomiSubbaraman-z2f,2026-01-13T08:21:07Z,Hi! Does an IR degree from st andrews university in scotland meet the same high level recognition as the UK universities you stated?
G1YejvjGsSc,@navailfu5026,2026-01-23T09:55:01Z,Someone knows something about IR at Sussex?
G1YejvjGsSc,@Your2003-HYNIYWW,2026-01-30T19:35:40Z,"I am doing Bachelors in Journalism and Digital Media  ,can i do masters in International Relations? , if not then is there any other way by which i can do masters in IR?
What is the cgpa needed in graduation to get admission into?"
G1YejvjGsSc,@Lady_Cr4nberry,2025-11-25T11:31:37Z,"Incredibly happy for this knowledge and inspiration ❤ Thank you, ma'am!"
G1YejvjGsSc,@LyriqueT,2025-08-26T00:08:33Z,Thank youu for sharing your experiences. I am beginning my journey in studying IR this September at UG..wish me luck haha ❤
y32cFdicW1U,@molygoswami7239,2023-05-17T15:21:13Z,I am a teacher but I have not seen a better teacher than you. You are simply the best!
y32cFdicW1U,@JosieKoznarek,2025-08-14T17:24:40Z,"Asked myself ""is there an international relations 101 class somewhere on the internet?"" and Google immediately took me here. Excited to watch the whole series, thanks for putting it together"
y32cFdicW1U,@AmitSabar-h8s,2026-01-08T22:17:59Z,"I was ready to give up, but then this video said ""not today."""
y32cFdicW1U,@AkshayBagar-y8s,2026-01-05T09:24:47Z,I’m genuinely mind-blown by the clarity of this!
y32cFdicW1U,@KyoHoliday,2023-04-06T04:31:04Z,"I watched alot of your recent coverings, and it was something that has helped me get into IR, economics, and more, went looking for some crash course and here I am, realize you're here too! Thank you for the countless effort you've put into all this!"
y32cFdicW1U,@HsgsvsgsIsgsvsvs,2025-12-09T11:57:16Z,This deserves way more attention than it’s getting!
y32cFdicW1U,@eloyandresherreramarquez6597,2023-09-09T02:02:46Z,"I'm studying IR but my native language is Spanish so i'm seeing things that already know but in another language to know the way you English speakers say the words, thanks for doing videos like this.

Saludos desde México 💪"
y32cFdicW1U,@mrsaikumar-d9d,2025-12-05T21:15:14Z,This video slapped my confusion right out of me.
y32cFdicW1U,@AmitSabar-h8s,2026-01-08T22:26:42Z,I’m seriously impressed with your teaching!
