post_id,post_title,post_author,created_at,comment_count,source
ntaMOvQI4Js,Ontario NDP deputy leader quits to run for Carney’s Liberals | Power &amp; Politics,CBC News,2026-02-04T00:36:02Z,0,YouTube
hmsgg_8d1zc,Kennedy: John Fetterman is a &#39;total banger&#39; #shorts #congress #politics #shutdown #dc #foxnews #fox,Fox News,2026-02-03T03:00:57Z,386,YouTube
3yIeuheezA8,YS Jagan and Vijayamma at YS Sunil Reddy&#39;s Son Wedding | @SakshiTVLIVE,Sakshi TV Live,2026-02-08T16:00:06Z,47,YouTube
V6RdO0YPw98,&quot;THE BEST IS YET TO COME&quot;? MAKAKALIWA MOVES!! 😂 #funny#politics#today#2026#viral#news,LukeGanz TV,2026-02-06T00:51:47Z,30,YouTube
Ud_iKs-vvVc,Today&#39;s Politics Thought,Pag,2026-02-08T15:42:21Z,3,YouTube
42OLFlUHzTs,House looks to end partial government shutdown,MS NOW,2026-02-02T11:04:20Z,276,YouTube
Mk8Bkh_dcZE,ICE Funding Risks Longer Government Shutdown,Bloomberg News,2026-02-02T15:30:13Z,16,YouTube
UHv8nq7ddPk,"Gov Sule Speaks On Defections, Opposition Momentum, One Party State + More | Politics Today",Channels Television,2026-01-29T19:07:57Z,53,YouTube
JPDoAUyQMOo,"Bill Blair resigns as MP, triggering another Toronto byelection | Power &amp; Politics",CBC News,2026-02-03T00:10:05Z,0,YouTube
M3BoU0gQSkg,Greg Gutfeld: Democrats want political theater and Republicans to be Abe Lincoln,Fox News,2026-02-06T04:30:06Z,898,YouTube
LdaKgaPGMK0,Top Headlines Today | 8 February 2026 | 5 PM | Jai Maharashtra News | Breaking News | Politics,Jai Maharashtra News,2026-02-08T11:50:24Z,0,YouTube
HJSahqzZUUg,Greg Gutfeld: This reveals A LOT about today&#39;s politics...,Fox News,2025-12-09T04:00:06Z,887,YouTube
VmSzmrxO_Q8,Political storm follows U.S. ambassador decision in Poland | World News Tonight,TVP WORLD,2026-02-06T20:21:54Z,86,YouTube
czsI8xedRI8,Trump’s $11B Weapons Deal Shocked the World | China’s Taiwan Move Explained,LEX MAN,2026-02-05T20:42:35Z,24,YouTube
TdBYVeAS1eg,"FULL DISCUSSION: Tucker, Botswana, Zimbabwe &amp; Sierra Leone Leaders Clash on China, U.S. and Europe",DRM News,2026-02-04T07:52:57Z,3021,YouTube
i7r7KPIDdw0,European Leaders Reject Trump’s Greenland Push | NATO Tensions Rise | Global Politics | News9,NEWS9 Live,2026-01-07T13:34:38Z,4,YouTube
xdSESG42AoM,State of global politics &#39;broken&#39;: Emergency relief organization | Power &amp; Politics,CBC News,2025-12-19T23:57:58Z,0,YouTube
SV7HWWdxZz8,"China, Gaza, Ukraine - what will dominate global politics in 2026?",Channel 4 News,2025-12-22T17:52:54Z,263,YouTube
6PGG5f_aPcE,Will the US try to take Greenland by force? | World Politics | The New Statesman,The New Statesman,2026-01-12T13:15:02Z,684,YouTube
5PvWngi0Tpo,What in the world would we negotiate with Iran?: Political commentator asks,Fox Business Clips,2026-02-07T13:30:04Z,521,YouTube
UFKzvyXjk_M,How President Trump is reshaping global politics | Start Here,Al Jazeera English,2025-04-16T13:01:01Z,521,YouTube
ff4ZNXuyBE8,Breaking: Iran Draws Red Line: &#39;We Stand Firm&#39; Before U.S. Nuclear Talks | WION,WION,2026-02-06T06:39:03Z,57,YouTube
bOBL9ecykSQ,Iran Unrest: Iran FM Condemns Trump’s Intervention Threat Amid Unrest | World DNA,WION,2026-01-03T03:32:33Z,28,YouTube
_5rEZI-wcng,How Has Putin Shaped World Politics in 25 Years? | Vantage with Palki Sharma | N18G,Firstpost,2025-12-05T17:44:06Z,323,YouTube
MPyERhTKoRU,Russia proposed swapping Venezuela for Ukraine | World Politics | The New Statesman,The New Statesman,2026-01-06T17:00:40Z,75,YouTube
1dqs5NSbu9w,"donald trump nato statement, trump on nato news, us politics viral #viral #trending #todaynews",DMV BUZZ,2026-02-08T09:30:00Z,1,YouTube
r9JOfIp4ds0,"World leaders react to Trump&#39;s attack on Venezuela, ousting Maduro",Global News,2026-01-04T01:49:01Z,2871,YouTube
x_Dhxjs1lcI,US Government Shutdown: Senate Passes Last-Minute Funding Bill | WION News,WION,2026-01-31T12:07:37Z,2,YouTube
MEGp0vLOIXQ,Is Donald Trump &quot;blackmailing&quot; Britain over Greenland? | World Politics | The New Statesman,The New Statesman,2026-01-19T17:00:41Z,366,YouTube
yKn7DZroh68,"We are entering a ‘NEW WORLD ORDER,’ US trade representative says",Fox News,2026-01-22T08:01:08Z,1026,YouTube
1XYKfFnDKF8,"Venezuela: Trump, Putin and Xi Collide Over Oil, Sanctions and Control of the Seas | WION | GRAVITAS",WION,2026-01-02T17:20:40Z,183,YouTube
3eTL9MMZMno,BREAKING: Russia Warns US of Disastrous Consequences If Iran Is Attacked | WION Pulse,WION,2026-01-13T18:16:36Z,2251,YouTube
w1qzi-Th-Rc,&#39;Nations Selectively Adopt Principles To Suit Their Interests&#39;: Jaishankar On World Politics,Hindustan Times,2024-03-08T07:45:04Z,34,YouTube
X9-JgbMs9IA,ICC T20 World Cup: The Pakistan Government Announced A Boycott Of The India Match | WION,WION,2026-02-07T18:22:50Z,14,YouTube
B1SLEMokt4U,"US Withdraws From 66 Global Organisations, Shaping International Politics | Top Stories | Newsx",NewsX Live,2026-01-08T10:35:17Z,4,YouTube
cVB2o1rNhPg,Three theories of Trump’s strategy for American power | DW Analysis,DW News,2025-04-11T16:01:03Z,2139,YouTube
IEdYBSS6VGQ,"What Trump&#39;s victory means for the world - The Global Story podcast, BBC World Service",BBC World Service,2024-11-09T13:00:18Z,3349,YouTube
