Title,link,comment
"ABC World News Tonight with David Muir Full Broadcast - January 18th, 2025",https://www.youtube.com/watch?v=xeG864WO5q8,Unnecessary killing needs to stop
"ABC World News Tonight with David Muir Full Broadcast - January 18th, 2025",https://www.youtube.com/watch?v=xeG864WO5q8,Rip Roger Alers😢❤Disney animator
"ABC World News Tonight with David Muir Full Broadcast - January 18th, 2025",https://www.youtube.com/watch?v=xeG864WO5q8,European  countries  should sanction  trump and freeze  his assets  for every tariff  he issues  trying to extort them for Greenland.  Hit him where it hurts 😅
"ABC World News Tonight with David Muir Full Broadcast - January 18th, 2025",https://www.youtube.com/watch?v=xeG864WO5q8,Stand your ground Greenland 🇬🇱
"ABC World News Tonight with David Muir Full Broadcast - January 18th, 2025",https://www.youtube.com/watch?v=xeG864WO5q8,❤  Thank all you guys so very very much!!!   Hats off too you all.....       rn
"ABC World News Tonight with David Muir Full Broadcast - January 18th, 2025",https://www.youtube.com/watch?v=xeG864WO5q8,What happened to Trump's plan a few weeks ago to attack Nigeria?  All the troops needed in the Minnesotan war?
"ABC World News Tonight with David Muir Full Broadcast - January 18th, 2025",https://www.youtube.com/watch?v=xeG864WO5q8,"I'd be embarrassed to be an American right now. I feel for all Americans,  they are losing the most important thing in life as a nation...humanity"
"Today news 🔴 nepali news | aaja ka mukhya samachar, nepali samachar live | Magh 15 gate 2082 .",https://www.youtube.com/watch?v=Q4t2ZmOtcVg,उन्नत विचार सहितको प्रगतिशील लोकतान्त्रिक पार्टी सर्लाही क्षेत्र नं.१ को बयलबासमा पार्टी कार्यालय  स्थापना गरियो
"Today news 🔴 nepali news | aaja ka mukhya samachar, nepali samachar live | Magh 15 gate 2082 .",https://www.youtube.com/watch?v=Q4t2ZmOtcVg,बाेलने  मन्त्रीको  पद मा उठन े बानाकाे त पुराना पाटिले नेे त हुन नि 🙏🙏
"Today news 🔴 nepali news | aaja ka mukhya samachar, nepali samachar live | Magh 15 gate 2082 .",https://www.youtube.com/watch?v=Q4t2ZmOtcVg,अाेलि जि लाई हामिले धेरै बिस्पास गरेकै हाे तरअब बुडाकाे बिस्वास लाग्न छाेड्याे
"Today news 🔴 nepali news | aaja ka mukhya samachar, nepali samachar live | Magh 15 gate 2082 .",https://www.youtube.com/watch?v=Q4t2ZmOtcVg,केको।लागि। प्रधान। मन्त्री
"Today news 🔴 nepali news | aaja ka mukhya samachar, nepali samachar live | Magh 15 gate 2082 .",https://www.youtube.com/watch?v=Q4t2ZmOtcVg,Good evening Ramshran Sir Best Newes Center Regular From Nepalgunj. ❤❤❤
"Today news 🔴 nepali news | aaja ka mukhya samachar, nepali samachar live | Magh 15 gate 2082 .",https://www.youtube.com/watch?v=Q4t2ZmOtcVg,जय सीताराम। नियमितरूपमा @पोखरा।
"Today news 🔴 nepali news | aaja ka mukhya samachar, nepali samachar live | Magh 15 gate 2082 .",https://www.youtube.com/watch?v=Q4t2ZmOtcVg,Ma bharat ko goa bat  regular Dekhirahanxu❤
"Today news 🔴 nepali news | aaja ka mukhya samachar, nepali samachar live | Magh 15 gate 2082 .",https://www.youtube.com/watch?v=Q4t2ZmOtcVg,4:50 jatha Ali ramro sangga samachar pada hai
"Today news 🔴 nepali news | aaja ka mukhya samachar, nepali samachar live | Magh 15 gate 2082 .",https://www.youtube.com/watch?v=Q4t2ZmOtcVg,M dhanusha Chisapani bat regular
"Today news 🔴 nepali news | aaja ka mukhya samachar, nepali samachar live | Magh 15 gate 2082 .",https://www.youtube.com/watch?v=Q4t2ZmOtcVg,Jay ghanti 🎉
"ABC World News Tonight with David Muir Full Broadcast - Jan. 20, 2026",https://www.youtube.com/watch?v=wxfyb_-Zl68,Thanks for showing what it takes to be a fireman/ firefighter! America's unknown heros
"ABC World News Tonight with David Muir Full Broadcast - Jan. 20, 2026",https://www.youtube.com/watch?v=wxfyb_-Zl68,It's so touching to hear a son pay tribute to his Mother
"ABC World News Tonight with David Muir Full Broadcast - Jan. 20, 2026",https://www.youtube.com/watch?v=wxfyb_-Zl68,Our military is not supposed to be against the people
"ABC World News Tonight with David Muir Full Broadcast - Jan. 20, 2026",https://www.youtube.com/watch?v=wxfyb_-Zl68,May Love And Peace Prevail In The World....
"ABC World News Tonight with David Muir Full Broadcast - Jan. 20, 2026",https://www.youtube.com/watch?v=wxfyb_-Zl68,04:14 The firefighters rescuing that baby in Michigan are the definition of real-life superheroes.
"ABC World News Tonight with David Muir Full Broadcast - Jan. 20, 2026",https://www.youtube.com/watch?v=wxfyb_-Zl68,Please keep this news every night on youtube
"ABC World News Tonight with David Muir Full Broadcast - Jan. 20, 2026",https://www.youtube.com/watch?v=wxfyb_-Zl68,"I said Trump would make enemies of our allies during his first time in office, but nothing prepares you for actually seeing it."
"ABC World News Tonight with David Muir Full Broadcast - Jan. 20, 2026",https://www.youtube.com/watch?v=wxfyb_-Zl68,You know the news then went downhill when Brooklyn Beckham makes headline news out of All the things going on in the world
"ABC World News Tonight with David Muir Full Broadcast - Jan. 20, 2026",https://www.youtube.com/watch?v=wxfyb_-Zl68,Where is CONGRESS???
"ABC World News Tonight with David Muir Full Broadcast - Jan. 20, 2026",https://www.youtube.com/watch?v=wxfyb_-Zl68,"So, no one at the press conference asked trump about the status of Renee Good's murder investigation?  So ICE can SMOKE your ass and people just move on. SMH!"
Structural Realism - International Relations (1/7),https://www.youtube.com/watch?v=RXllDh6rD18,It has FISH on its eastern border and FISH on its western border.
Structural Realism - International Relations (1/7),https://www.youtube.com/watch?v=RXllDh6rD18,"Who is here in 2025??? I've got an exam and in trying to better understand realism theory, I stumbled on this material. Thank you so much.."
Structural Realism - International Relations (1/7),https://www.youtube.com/watch?v=RXllDh6rD18,love how he explained it so clearly in only 10 min. meanwhile my prof takes two hours
Structural Realism - International Relations (1/7),https://www.youtube.com/watch?v=RXllDh6rD18,Damn his way to teach is so good. Everything is going in the head. Explains the ideals of top universities.
Structural Realism - International Relations (1/7),https://www.youtube.com/watch?v=RXllDh6rD18,"I'm doing a research paper on structural realism so having mersheimer explain it personally, is amazing!"
Structural Realism - International Relations (1/7),https://www.youtube.com/watch?v=RXllDh6rD18,wow. this is so clear. Thank you very much
Structural Realism - International Relations (1/7),https://www.youtube.com/watch?v=RXllDh6rD18,My confusion is currently crying in the corner.
Structural Realism - International Relations (1/7),https://www.youtube.com/watch?v=RXllDh6rD18,"After 7 years this video uploaded,China's prediction is becoming a harsh true
Hats off to this genius man🙏"
Structural Realism - International Relations (1/7),https://www.youtube.com/watch?v=RXllDh6rD18,The disinterested approach of his while understanding his own theory that he supports is mesmerizing
Structural Realism - International Relations (1/7),https://www.youtube.com/watch?v=RXllDh6rD18,I felt like a detective solving a case. Victory.
International Relations: An Introduction,https://www.youtube.com/watch?v=NVCDnUZqLzU,Helllo all of the international relations students!
International Relations: An Introduction,https://www.youtube.com/watch?v=NVCDnUZqLzU,youtube finally did their job for recommend the video that suit with my major
International Relations: An Introduction,https://www.youtube.com/watch?v=NVCDnUZqLzU,"I graduated one week ago in International Relations, this video just makes me more proud of myself and my major!"
International Relations: An Introduction,https://www.youtube.com/watch?v=NVCDnUZqLzU,I've just registered for a master's degree in International Relations
International Relations: An Introduction,https://www.youtube.com/watch?v=NVCDnUZqLzU,i am 39 years old and  just registered for a master's degree in International Relations :)
International Relations: An Introduction,https://www.youtube.com/watch?v=NVCDnUZqLzU,"I graduated from bachelor degree in international relations a few years ago, now i have a plan to continue my master degree in IR as well, 
i'm so excited, wish me luck guys!!"
International Relations: An Introduction,https://www.youtube.com/watch?v=NVCDnUZqLzU,"International studies is literally one of the most important degree's to get because of the broad practical applications to history of economics, business, law, politics, government, wealth, war, geoscience"
International Relations: An Introduction,https://www.youtube.com/watch?v=NVCDnUZqLzU,"Successful people don't become that way overnight. What most people see at a glanced wealth, a great career purpose is the result of hard work and hustle overtime. I pray anyone who read this will be successful in Life."
International Relations: An Introduction,https://www.youtube.com/watch?v=NVCDnUZqLzU,I graduated as an engineer but developed lots of interest in International Relations. International relations is a very interesting field and everyone should spend some part of life understanding it. It opens the brain and helps us understand how the world works.
International Relations: An Introduction,https://www.youtube.com/watch?v=NVCDnUZqLzU,"Finally, YouTube is able to provide us an intellectully affected knowledge that I was searching for a very long period of time."
"International Relations Today, IR 101 Episode 3: Constructivism",https://www.youtube.com/watch?v=t-Y6_HEb2fg,"These are the notes that I took during the video, maybe they help somebody: 

- Concerned with the role of identities and social practices in the international system 
- Coined by Nicholas Ofman, breakthrough of the theory usually associated with the sudden end of the Cold War, which could not be explained by either realism or liberalism 
- Starting point of the theory : IR = social construct that has the potential to change 
- Argument: there is nothing natural/ given in social practices
- They analyse these social practices by studying the nature of reality = the study of ontology
- Example by Nicholas Wheeler: we can think of constructivism as we think of money, when we stop assigning any meaning to either one of those, they have no meaning in themselves, they lose their significance. 
- Constructivism does not see states as rational egoist actors in IR
- Constructivism does not reduce states to their material level/ material interests that states may have 
- State as the central actor in IR 
-Identities shape how states think about their interests
-Normative/ idealist preferences are just as important, if not even more important than the material level
-Identities give actors interests, and those interests tell actors how to behave/interact
-Anarchy is what states make of it, it is not the given unchanging state in IR as L or R would say (Alexander Wendt)
-Anarchy can be interpreted in different ways, depending on the meaning that the actors ascribe it to it
-For Wendt, the structure of anarchy is not given but constituted of mutual agreements and of norms and rules = -because we have come to believe that we live in an anarchic system, we act accordingly
-Given this, there can be two types of relations between states
-First type: amity
-Second type: enmity 
-These types offer states the possibilities to act within a whole range of possibilities
-Example: While US and USSR cooperated together to defeat the axis of power during WWII, this relation has changed as soon as there was no more common enemy to fight against. So: amity -> enmity -> Cold War
-Main debates/ streams of the theory: 
-Conventional constructivism 
-What? - type questions
-Tends to accept key aspects of neorealist thinking (e.g. the centrality of state in IR)
-Assumes that states in IR act according to their identity and therefore it is possible to predict their future behaviour by looking at their identity
-When identity changes, they investigate why that change took place
-Critical constructivism
-How? -type questions (How did a state come to believe in that certain identity?)
-Main interest: what component parts make up a state’s identity; they question language, discourse, and the reality of meaning
-Believes that an actor’s identity is created through spoken/written communication
-Jacques Derrida, Michel Foucault"
"International Relations Today, IR 101 Episode 3: Constructivism",https://www.youtube.com/watch?v=t-Y6_HEb2fg,My brain cells high-fived after this.
"International Relations Today, IR 101 Episode 3: Constructivism",https://www.youtube.com/watch?v=t-Y6_HEb2fg,"bruh im only 2 mins into the video and i know its golden, im doing a thesis on one piece about international relations, and this is gonna help me lots, thank you for uploading this, im going to use the info from this to explain constructivism."
"International Relations Today, IR 101 Episode 3: Constructivism",https://www.youtube.com/watch?v=t-Y6_HEb2fg,My brain just leveled up like a video game character.
"International Relations Today, IR 101 Episode 3: Constructivism",https://www.youtube.com/watch?v=t-Y6_HEb2fg,Why this channel is not posting more videos 😭😭
"International Relations Today, IR 101 Episode 3: Constructivism",https://www.youtube.com/watch?v=t-Y6_HEb2fg,"I’m sharing this with everyone I know, unreal!"
"International Relations Today, IR 101 Episode 3: Constructivism",https://www.youtube.com/watch?v=t-Y6_HEb2fg,This was super clear and it really helped a lot!! Thanks IR Today! :)
"International Relations Today, IR 101 Episode 3: Constructivism",https://www.youtube.com/watch?v=t-Y6_HEb2fg,I’m dangerously confident now. Thanks a lot.
"International Relations Today, IR 101 Episode 3: Constructivism",https://www.youtube.com/watch?v=t-Y6_HEb2fg,"This is pure gold, seriously awesome!"
"International Relations Today, IR 101 Episode 3: Constructivism",https://www.youtube.com/watch?v=t-Y6_HEb2fg,I was today years old when I finally understood this.
What No One Tells You About Studying International Relations,https://www.youtube.com/watch?v=Vn19DgtbBS4,My brain went from buffering to lightning speed.
What No One Tells You About Studying International Relations,https://www.youtube.com/watch?v=Vn19DgtbBS4,"Hi! I am brazilian, I´ve also studied international relations, living in Germany. Nice to meet u and thank you for the input! LG!"
What No One Tells You About Studying International Relations,https://www.youtube.com/watch?v=Vn19DgtbBS4,"I’m fired up after watching this, so good!"
What No One Tells You About Studying International Relations,https://www.youtube.com/watch?v=Vn19DgtbBS4,You’re a total rockstar for making this video!
What No One Tells You About Studying International Relations,https://www.youtube.com/watch?v=Vn19DgtbBS4,I literally shouted “finally” at the screen!
What No One Tells You About Studying International Relations,https://www.youtube.com/watch?v=Vn19DgtbBS4,I'm 17 yo girl and i wanna do IR as my degree in future .... i wanna become diplomat or an UN officer one day❤  so i think this video is very helpful bc i don't know so many things about degrees or job world ... btw can i do any IT related degree while doing IR ?
What No One Tells You About Studying International Relations,https://www.youtube.com/watch?v=Vn19DgtbBS4,The clarity here is off the charts!
What No One Tells You About Studying International Relations,https://www.youtube.com/watch?v=Vn19DgtbBS4,Thanks for give us your experience
What No One Tells You About Studying International Relations,https://www.youtube.com/watch?v=Vn19DgtbBS4,"i've already went from philosophy to business admin to sociology, now im lowkey considering international relations as a major. Good thing i'm still a freshman in college."
What No One Tells You About Studying International Relations,https://www.youtube.com/watch?v=Vn19DgtbBS4,"For now in Geneva and preparing to study here on international relationships, thank u for video !"
What is International Relations?,https://www.youtube.com/watch?v=HQlyWnyVN7I,I’m dangerously confident now. Thanks a lot.
What is International Relations?,https://www.youtube.com/watch?v=HQlyWnyVN7I,Dear philosopher thank u for sharing a fruitful lessons and  experiences of  Relationships with alot of explanation. Please share alot and alot about it 🙏
What is International Relations?,https://www.youtube.com/watch?v=HQlyWnyVN7I,You just turned frustration into excitement!
What is International Relations?,https://www.youtube.com/watch?v=HQlyWnyVN7I,This video delivered way more than I expected!
What is International Relations?,https://www.youtube.com/watch?v=HQlyWnyVN7I,"This is wonderful training,love to have more,thanks"
What is International Relations?,https://www.youtube.com/watch?v=HQlyWnyVN7I,"International Relations is a fascinating field that combines internal and external factors, trade, connections, and more. It's great to see so many people interested in learning about this topic and wanting to pursue a career in it. Keep up the good work, philosopher, and continue sharing your knowledge with us!"
What is International Relations?,https://www.youtube.com/watch?v=HQlyWnyVN7I,"This was masterfully explained, phenomenal job!"
What is International Relations?,https://www.youtube.com/watch?v=HQlyWnyVN7I,Please share with us complete international relations concept and his application
What is International Relations?,https://www.youtube.com/watch?v=HQlyWnyVN7I,This tutorial is very easy to follow and well explained.
What is International Relations?,https://www.youtube.com/watch?v=HQlyWnyVN7I,"Internet patents,politics,economics and security"
Is Studying International Relations Worth It? (Truth From an IR Graduate),https://www.youtube.com/watch?v=OOksAafYufg,"As an IR graduate, I have to say that we have to study a lot more than just purely politics like everyone else thinks. When we look at the relations between countries, there are many different angles to consider, be it politics, economics, culture, ideologies, psychology, philosophy etc. The IR major, and Political Science as well, for me, is truly a great place for people who have a voracious mind, want nothing but broaden their horizons, and try to make sense of how the world works. There are rules, theories, assumptions, mind games etc., and that's what makes me partial to it."
Is Studying International Relations Worth It? (Truth From an IR Graduate),https://www.youtube.com/watch?v=OOksAafYufg,"hello,i'm still 15 years old,but i'm deeply passionate about relations between coutries,politics,critical and analytical thinking ,human consciousness and languges learning[i speak french,english arabic spanish and japanese]and i prepare myself to continue and build my future on this path. so thank you so much,this video was very useful.Bravo!"
Is Studying International Relations Worth It? (Truth From an IR Graduate),https://www.youtube.com/watch?v=OOksAafYufg,"thank you so much for your video. i was cooking while watching it and i starded crying when you said ""i kinda liked studying the world"".  i don't know but it just seemed so true to my heart. im 17 and going to my last year of high school. i feel so so anxious when thinking about what i want to do and for once i feel like i know."
Is Studying International Relations Worth It? (Truth From an IR Graduate),https://www.youtube.com/watch?v=OOksAafYufg,I understood this so fast I checked my pulse.
Is Studying International Relations Worth It? (Truth From an IR Graduate),https://www.youtube.com/watch?v=OOksAafYufg,"I.R. “created” me to think differently. It’s not just “us and them” “red and blue”. Like American Politics. The global chess players, are VERY important and complex. Also, the prediction the future is important. At least 10-20 years. 

 Since I went to Uni, I really question everything. Even myself. Most people say “ what’s your major in college?” I say: “I.R. - History, War, some things, etc etc.” A fourth/third I think is Open Studies, which is AWESOME. I studied security, police, anthropology, business, etc"
Is Studying International Relations Worth It? (Truth From an IR Graduate),https://www.youtube.com/watch?v=OOksAafYufg,I really appreciate your thoughts on this. I’ve been debating on doing IR for my bachelors. It sounds like finding a job afterwards is more about building connections and networking more than anything
Is Studying International Relations Worth It? (Truth From an IR Graduate),https://www.youtube.com/watch?v=OOksAafYufg,My brain just leveled up like a video game character.
Is Studying International Relations Worth It? (Truth From an IR Graduate),https://www.youtube.com/watch?v=OOksAafYufg,"Hey James, I enjoyed watching your video. I like the slow yet steady pacing of your narrative, and I resonated with many facets of your experience, like ""thinking about a variety of things"" and ""I am happy when I am working with others"". I am so glad to know that IR gives you access to those kinds of jobs."
Is Studying International Relations Worth It? (Truth From an IR Graduate),https://www.youtube.com/watch?v=OOksAafYufg,"Finished  my Bachelor  in international  relations  and diplomacy  but soon i wil continue  with a MA in IR love this  field i consider it as all arts incline because  you need to study: sociology, economics, law, globalisation, communication, political science  etc ."
Is Studying International Relations Worth It? (Truth From an IR Graduate),https://www.youtube.com/watch?v=OOksAafYufg,My brain unlocked a hidden achievement thanks to this.
"International Relations Theory, Explained",https://www.youtube.com/watch?v=H7dvZdiKHI0,This video deserves an award!
"International Relations Theory, Explained",https://www.youtube.com/watch?v=H7dvZdiKHI0,maybe without the music in the background its very distracting.
"International Relations Theory, Explained",https://www.youtube.com/watch?v=H7dvZdiKHI0,Very well done!!!
"International Relations Theory, Explained",https://www.youtube.com/watch?v=H7dvZdiKHI0,"Excellent video, thank you"
International Relations - Studio C,https://www.youtube.com/watch?v=tqIh3N7_xGk,I loved how North Korea was trying so hard to get attention.
International Relations - Studio C,https://www.youtube.com/watch?v=tqIh3N7_xGk,I like how America just casually has two shotguns in her cart
International Relations - Studio C,https://www.youtube.com/watch?v=tqIh3N7_xGk,"“China you can’t tell me what to do- ok I will do that bye.” 

Sounds like everyone’s relationship with China."
International Relations - Studio C,https://www.youtube.com/watch?v=tqIh3N7_xGk,"Canada: ""I don't know how you take care of 50 states.""
US: ""I don't."""
International Relations - Studio C,https://www.youtube.com/watch?v=tqIh3N7_xGk,"""Am I right Switzerland?""
 ""I just wanna stay out of this.""  

Legendary."
International Relations - Studio C,https://www.youtube.com/watch?v=tqIh3N7_xGk,"“And the really loud one?”
“Texas is still Texas.”
Audible cheers from audience prove the point further"
International Relations - Studio C,https://www.youtube.com/watch?v=tqIh3N7_xGk,"This video went straight from :
""Comedy"" to ""Stand-up roasting."""
International Relations - Studio C,https://www.youtube.com/watch?v=tqIh3N7_xGk,"love how america has some soda, potato chips, and just some casual shotguns in her cart"
International Relations - Studio C,https://www.youtube.com/watch?v=tqIh3N7_xGk,This would be incredibly offensive if it wasn’t so funny
International Relations - Studio C,https://www.youtube.com/watch?v=tqIh3N7_xGk,"“Oh hi USA.”
The most classic Studio C line ever."
Sarah C. M. Paine: The Age-Old Contest Between Land and Sea | Foreign Affairs Interview,https://www.youtube.com/watch?v=l30GQmVPHOI,Unbelievable. Just found your channel yesterday and you reward me like this!
Sarah C. M. Paine: The Age-Old Contest Between Land and Sea | Foreign Affairs Interview,https://www.youtube.com/watch?v=l30GQmVPHOI,"incredibly logical conclusions, great depth express in simple and clear form. i would like to hear more from this amazing lady. thanks f.a."
Sarah C. M. Paine: The Age-Old Contest Between Land and Sea | Foreign Affairs Interview,https://www.youtube.com/watch?v=l30GQmVPHOI,"Excellent as always. One obvious extension of continental vs. maritime is to the Information Age. If anything, digital & services trade depends even more on shared rules & protocols across multiple layers — technical, legal, economic, etc."
Sarah C. M. Paine: The Age-Old Contest Between Land and Sea | Foreign Affairs Interview,https://www.youtube.com/watch?v=l30GQmVPHOI,"Love to here Sarah talk, even if you call her Sally!"
Sarah C. M. Paine: The Age-Old Contest Between Land and Sea | Foreign Affairs Interview,https://www.youtube.com/watch?v=l30GQmVPHOI,"Love Sarah”Sally” Paine.  I wish I could’ve studied at the war college with her, she’s humble and is easy to listen to for an hour or two without even noticing the  time has gone by."
Sarah C. M. Paine: The Age-Old Contest Between Land and Sea | Foreign Affairs Interview,https://www.youtube.com/watch?v=l30GQmVPHOI,"Not gonna lie, this essay makes the global situation feel both clearer and more worrying… like we finally see the pattern, but now it’s on us not to mess it up."
Sarah C. M. Paine: The Age-Old Contest Between Land and Sea | Foreign Affairs Interview,https://www.youtube.com/watch?v=l30GQmVPHOI,I see a Dr. Paine video and I click it because I know it'll be good.
Sarah C. M. Paine: The Age-Old Contest Between Land and Sea | Foreign Affairs Interview,https://www.youtube.com/watch?v=l30GQmVPHOI,I trigger on S.C.M. Paine in a title - always amazing discussions
Sarah C. M. Paine: The Age-Old Contest Between Land and Sea | Foreign Affairs Interview,https://www.youtube.com/watch?v=l30GQmVPHOI,I will never get tired of listening to Sally talk.
Sarah C. M. Paine: The Age-Old Contest Between Land and Sea | Foreign Affairs Interview,https://www.youtube.com/watch?v=l30GQmVPHOI,She is beyond brilliant. And she weaves a pretty good story too😅😅😅😅
"Understanding International Relations: Realism, Liberalism, and Constructivism Explained | GP Exam",https://www.youtube.com/watch?v=vyOiY1KNpu4,"I was ready to give up, but then this video said ""not today."""
"Understanding International Relations: Realism, Liberalism, and Constructivism Explained | GP Exam",https://www.youtube.com/watch?v=vyOiY1KNpu4,I understood this so fast I need a moment to process my new identity.
"Understanding International Relations: Realism, Liberalism, and Constructivism Explained | GP Exam",https://www.youtube.com/watch?v=vyOiY1KNpu4,I feel unstoppable after watching this!
"Understanding International Relations: Realism, Liberalism, and Constructivism Explained | GP Exam",https://www.youtube.com/watch?v=vyOiY1KNpu4,I’m genuinely thrilled I watched this!
"Understanding International Relations: Realism, Liberalism, and Constructivism Explained | GP Exam",https://www.youtube.com/watch?v=vyOiY1KNpu4,Love how concise this is!
"Understanding International Relations: Realism, Liberalism, and Constructivism Explained | GP Exam",https://www.youtube.com/watch?v=vyOiY1KNpu4,Powerful weapons also as material construct influence constructivism in its relation between states.
"Understanding International Relations: Realism, Liberalism, and Constructivism Explained | GP Exam",https://www.youtube.com/watch?v=vyOiY1KNpu4,"Thanks mss, you made it simple for handling 😊❤❤❤"
"Understanding International Relations: Realism, Liberalism, and Constructivism Explained | GP Exam",https://www.youtube.com/watch?v=vyOiY1KNpu4,i just love it''
"Understanding International Relations: Realism, Liberalism, and Constructivism Explained | GP Exam",https://www.youtube.com/watch?v=vyOiY1KNpu4,"So easy to comprehend, Thanks a bunch."
"Understanding International Relations: Realism, Liberalism, and Constructivism Explained | GP Exam",https://www.youtube.com/watch?v=vyOiY1KNpu4,Good one
International Relations 101 (#1): Introduction,https://www.youtube.com/watch?v=y32cFdicW1U,I am a teacher but I have not seen a better teacher than you. You are simply the best!
International Relations 101 (#1): Introduction,https://www.youtube.com/watch?v=y32cFdicW1U,"Asked myself ""is there an international relations 101 class somewhere on the internet?"" and Google immediately took me here. Excited to watch the whole series, thanks for putting it together"
International Relations 101 (#1): Introduction,https://www.youtube.com/watch?v=y32cFdicW1U,"I was ready to give up, but then this video said ""not today."""
International Relations 101 (#1): Introduction,https://www.youtube.com/watch?v=y32cFdicW1U,This deserves way more attention than it’s getting!
International Relations 101 (#1): Introduction,https://www.youtube.com/watch?v=y32cFdicW1U,"I watched alot of your recent coverings, and it was something that has helped me get into IR, economics, and more, went looking for some crash course and here I am, realize you're here too! Thank you for the countless effort you've put into all this!"
International Relations 101 (#1): Introduction,https://www.youtube.com/watch?v=y32cFdicW1U,I’m thrilled with how much I learned here!
International Relations 101 (#1): Introduction,https://www.youtube.com/watch?v=y32cFdicW1U,I am so happy I stumbled upon your channel. I'm starting this series from the beginning.
International Relations 101 (#1): Introduction,https://www.youtube.com/watch?v=y32cFdicW1U,This video slapped my confusion right out of me.
International Relations 101 (#1): Introduction,https://www.youtube.com/watch?v=y32cFdicW1U,"I'm studying IR but my native language is Spanish so i'm seeing things that already know but in another language to know the way you English speakers say the words, thanks for doing videos like this.

Saludos desde México 💪"
International Relations 101 (#1): Introduction,https://www.youtube.com/watch?v=y32cFdicW1U,I can’t believe how much I learned in one video!
Is Studying International Relations Worth It?,https://www.youtube.com/watch?v=Cht6Prkee-U,"Recommended Resources: 
SoFi - Student Loan Refinance
CLICK HERE FOR PERSONALIZED SURVEY: https://secure.money.com/pr/f88e83e9b767

Highlights:
-Check your rates in two minutes
-No impact to your credit score
-No origination fees, no late fees, and no insufficient fund fees. Zero fees. Period.

College Ave - Student Loan Origination
CLICK HERE FOR PERSONALIZED SURVEY: https://secure.money.com/pr/ec6130ff85e6

Highlights:
-Rates as low as 3.74% APR
-Apply in 3 minutes
-No application fees
-Choose your repayment terms

FirstCard - Student Credit Builder
CLICK HERE FOR PERSONALIZED SURVEY: https://secure.money.com/pr/cc4e839055e2

Highlights:
-Earn up to 15% cashback at selected merchants
-Get up to 4.00% APY
-0% APR (They do not provide a credit line. What you deposit is what you can spend.)

—

🔴 LIVE YOUTUBE TRAINING TUESDAY: 👉https://go.thecontentgrowthengine.com/live-04-24-2021
✅ FREE YouTube Course:  👉  https://www.thecontentgrowthengine.com/ultimateyoutubemasterclass

👔 FREE 6 Step Guide To Choose Your Dream Career: https://shanehummus.activehosted.com/f/1

👤 Connect With Me On Other Platforms:
LinkedIn: https://www.linkedin.com/in/shane-hummus-6bb475165/
Instagram: https://www.instagram.com/shanehummus/?hl=en
Twitter: https://twitter.com/ShaneHummus"
Is Studying International Relations Worth It?,https://www.youtube.com/watch?v=Cht6Prkee-U,Me watching this video with a semester left in my IR major:       👁👄👁
Is Studying International Relations Worth It?,https://www.youtube.com/watch?v=Cht6Prkee-U,you forgot one job: becoming a foreign service officer (career diplomat). That is one of the favorite job
Is Studying International Relations Worth It?,https://www.youtube.com/watch?v=Cht6Prkee-U,"Realistically, all degrees are pointless. You get success based on who you know/networking. 
Sincerely, an IR graduate"
Is Studying International Relations Worth It?,https://www.youtube.com/watch?v=Cht6Prkee-U,Me choosing IR thinking I'll become an ambassador right after graduation: 🤡🤡🤡🤡🤡
Is Studying International Relations Worth It?,https://www.youtube.com/watch?v=Cht6Prkee-U,"I'm literally that person, that studied International Relations, because of my genuine interest in the subjects, without really taking into consideration, I'm I guess, meant to make a career with this degree.
I did my Masters in Australia, which was amazing to do, compared to my degree in the UK. 
At the moment, i'm working with NGO's, teaching linguistics (online), I don't get paid a fortune, but I live between Berlin/Athens and this covers my rent, allows to live comfortably and save money.
Eventually diplomacy seems to be the best option."
Is Studying International Relations Worth It?,https://www.youtube.com/watch?v=Cht6Prkee-U,"Internationalist with a Master’s degree in Human Rights and Democratisation. Colombian, working in refugee camps in Greece as a project manager, developing artistic projects, after being at the UN headquarters in NYC as an advisor for the Colombian Mission. Exchange program with the faculty of law in Paris, France, and an internship in London, working as a cultural program manager in a NGO working for Latin American disabled people. I love my career, it gives the life I really want. Meet people from all over the world, support social movements, understand international  systems, play my music and learn from all cultures. Vamos internationalists!! ❤️"
Is Studying International Relations Worth It?,https://www.youtube.com/watch?v=Cht6Prkee-U,"Good video! As an IR student, if you take an interest in history, geography, economy, and politics you will most likely enjoy this degree. I also think that an X-factor that people tend to overlook is language skills, learning a language really opens up whole new doors. Also trying to develop soft skills that will be useful anywhere such as writing, public speaking, etc."
Is Studying International Relations Worth It?,https://www.youtube.com/watch?v=Cht6Prkee-U,"I am and International Relations major with a Public Law Minor. I can definitely state that International Relations is an extremely broad study field, since we learn essential skills like negotiation, problem solving, argumentation, writing, history, economics, politics, public speech, etc. Nevertheless, it is IMPERATIVE that as Shane mentions, you specialize in a certain area. I've known individuals that are great internationalists and top of their class, but are stuck in unemployment, since they focused only in the classroom and not on the field. You have you obtain a minor in which you begin guiding your specialty area. Additionally, continuously seeking for enriching internships outside of academics. As a student, I've coordinated international and national forums in my university with the presence of relevant politicians, and it has opened so many doors. Definitely involve yourself in extracurricular activities which will provide networking. This career is ALL ABOUT networking and SO worth it."
